date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:58:45	279857/279857	---MCZ	200	added ('OK')	text/css	etag:W/%2244531-6004b1e3ffd1b%22	https://pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min.css?ver=6.3.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/main.min9b30.css	(from https://pubitygroup.com/)
13:58:46	75402/75402	---MCZ	200	added ('OK')	text/css	etag:W/%221268a-5f7cea67bad00%22	https://pubitygroup.com/wp-content/plugins/qi-addons-for-elementor-premium/assets/css/main.min.css?ver=6.3.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/qi-addons-for-elementor-premium/assets/css/main.min9b30.css	(from https://pubitygroup.com/)
13:58:46	44809/44809	---MCZ	200	added ('OK')	text/css	etag:W/%22af09-6004b1e3fe1c3%22	https://pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min.css?ver=6.3.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/grid.min9b30.css	(from https://pubitygroup.com/)
13:58:47	30394/30394	---MCZ	200	added ('OK')	text/css	etag:W/%2276ba-6004b1e3fe5ab%22	https://pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min.css?ver=6.3.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/qi-addons-for-elementor/assets/css/helper-parts.min9b30.css	(from https://pubitygroup.com/)
13:58:47	6082/6082	---MCZ	200	added ('OK')	text/css	etag:W/%2217c2-600c4a977ed5f%22	https://pubitygroup.com/wp-content/themes/hello-elementor/style.min.css?ver=2.8.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/themes/hello-elementor/style.min1102.css	(from https://pubitygroup.com/)
13:58:48	13055/13055	---MCZ	200	added ('OK')	text/css	etag:W/%2232ff-600c4a97804cf%22	https://pubitygroup.com/wp-content/themes/hello-elementor/theme.min.css?ver=2.8.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/themes/hello-elementor/theme.min1102.css	(from https://pubitygroup.com/)
13:58:48	105535/105535	---MCZ	200	added ('OK')	text/css	etag:W/%2219c3f-6004b1db833b4%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/css/frontend-lite.min.css?ver=3.14.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/css/frontend-lite.mina1c3.css	(from https://pubitygroup.com/)
13:58:49	7620/7620	---MCZ	200	added ('OK')	text/css	etag:W/%221dc4-602a72e753186%22	https://pubitygroup.com/wp-content/uploads/elementor/css/post-5.css?ver=1691766922	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/elementor/css/post-5dcd4.css	(from https://pubitygroup.com/)
13:58:49	19443/19443	---MCZ	200	added ('OK')	text/css	etag:W/%224bf3-6004b1dbd2939%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.20.0	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.minfc13.css	(from https://pubitygroup.com/)
13:58:50	12876/12876	---MCZ	200	added ('OK')	text/css	etag:W/%22324c-6004b1dbefdf8%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min.css?ver=5.3.6	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/lib/swiper/css/swiper.min48f5.css	(from https://pubitygroup.com/)
13:58:50	9055/9055	---MCZ	200	added ('OK')	text/css	etag:W/%22235f-5fab5dceb8380%22	https://pubitygroup.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min.css?ver=3.12.3	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor-pro/assets/css/frontend-lite.min0fca.css	(from https://pubitygroup.com/)
13:58:51	25448/25448	---MCZ	200	added ('OK')	text/css	etag:W/%226368-6007513ab020e%22	https://pubitygroup.com/wp-content/plugins/jet-tricks/assets/css/jet-tricks-frontend.css?ver=1.4.4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/jet-tricks/assets/css/jet-tricks-frontendc2d0.css	(from https://pubitygroup.com/)
13:58:51	174631/174631	---MCZ	200	added ('OK')	text/css	etag:W/%222aa27-602a72e7da1a8%22	https://pubitygroup.com/wp-content/uploads/elementor/css/global.css?ver=1691766923	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/elementor/css/globalac42.css	(from https://pubitygroup.com/)
13:58:52	63609/63609	---MCZ	200	added ('OK')	text/css	etag:W/%22f879-602a7b51a225f%22	https://pubitygroup.com/wp-content/uploads/elementor/css/post-4071.css?ver=1691769181	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/elementor/css/post-4071175c.css	(from https://pubitygroup.com/)
13:58:52	9066/9066	---MCZ	200	added ('OK')	text/css	etag:W/%22236a-602a72e916fec%22	https://pubitygroup.com/wp-content/uploads/elementor/css/post-171.css?ver=1691766924	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/elementor/css/post-1711519.css	(from https://pubitygroup.com/)
13:58:52	9352/9352	---MCZ	200	added ('OK')	text/css	etag:W/%222488-602a72e97a9a9%22	https://pubitygroup.com/wp-content/uploads/elementor/css/post-377.css?ver=1691766924	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/elementor/css/post-3771519.css	(from https://pubitygroup.com/)
13:58:53	57912/57912	---MCZ	200	added ('OK')	text/css	etag:W/%22e238-6004b1dbda639%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from https://pubitygroup.com/)
13:58:53	669/669	---MCZ	200	added ('OK')	text/css	etag:W/%2229d-6004b1dbdb1f1%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from https://pubitygroup.com/)
13:58:54	675/675	---MCZ	200	added ('OK')	text/css	etag:W/%222a3-6004b1dbd9a81%22	https://pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min.css?ver=5.15.3	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.min52d5.css	(from https://pubitygroup.com/)
13:58:54	87482/87482	---MCZ	200	added ('OK')	application/javascript	etag:W/%22155ba-6027858f163fe%22	https://pubitygroup.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.0	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-includes/js/jquery/jquery.min3088.js	(from https://pubitygroup.com/)
13:58:55	13577/13577	---MCZ	200	added ('OK')	application/javascript	etag:W/%223509-6027858f17b6e%22	https://pubitygroup.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://pubitygroup.com/)
13:58:56	193580/193580	---MCZ	200	added ('OK')	application/javascript	etag:W/%222f42c-6028cee18d27a%22	https://pubitygroup.com/wp-content/plugins/clients-tabs/assets/js/foundation.min.js?ver=6.3.1	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/clients-tabs/assets/js/foundation.min9b30.js	(from https://pubitygroup.com/)
13:58:56	17352/17352	---MCZ	200	added ('OK')	application/javascript	etag:W/%2243c8-5fab5dcfac5c0%22	https://pubitygroup.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min.js?ver=3.12.3	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor-pro/assets/js/page-transitions.min0fca.js	(from https://pubitygroup.com/)
13:58:57	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:28:56%20GMT	https://pubitygroup.com/wp-json/wp/v2/pages/4071	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-json/wp/v2/pages/4071.1d.delayed	(from https://pubitygroup.com/)
13:58:57	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:28:56%20GMT	https://pubitygroup.com/wp-json/	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-json/index.html	(from https://pubitygroup.com/)
13:58:58	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:28:57%20GMT	https://pubitygroup.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/pubity/pubitygroup.com/xmlrpc.1e0db0.delayed	(from https://pubitygroup.com/)
13:58:59	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpubitygroup.com%2F	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-json/oembed/1.0/embed.1f98a2.delayed	(from https://pubitygroup.com/)
13:59:00	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fpubitygroup.com%2F&format=xml	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-json/oembed/1.0/embed.205dc9.delayed	(from https://pubitygroup.com/)
13:59:01	1382/1382	---M--	200	added ('OK')	image/jpeg	etag:%22566-602a855fdcabb%22	https://pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-32x32.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-32x32.jpg	(from https://pubitygroup.com/)
13:59:01	4608/4608	---M--	200	added ('OK')	image/jpeg	etag:%221200-602a855fd6913%22	https://pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-192x192.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-192x192.jpg	(from https://pubitygroup.com/)
13:59:02	4382/4382	---M--	200	added ('OK')	image/jpeg	etag:%22111e-602a855fdab7b%22	https://pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-180x180.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2023/08/cropped-Pubity-Logo-Sq-180x180.jpg	(from https://pubitygroup.com/)
13:59:02	5537/5537	---M--	200	added ('OK')	image/png	etag:%2215a1-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/07/Pubity-single-logo.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/07/Pubity-single-logo.png	(from https://pubitygroup.com/)
13:59:03	26596/26596	---MCZ	200	added ('OK')	text/css	etag:W/%2267e4-5fab5dceb8380%22	https://pubitygroup.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/plugins/elementor-pro/assets/css/widget-nav-menu.min.css	(from https://pubitygroup.com/)
13:59:03	90114/90114	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/about-us/	C:/My%20Web%20Sites/pubity/pubitygroup.com/about-us/index.html	(from https://pubitygroup.com/)
13:59:04	91242/91242	---MCZ	200	added ('OK')	text/html	date:Sat,%2007%20Oct%202023%2008:29:02%20GMT	https://pubitygroup.com/contact-us/	C:/My%20Web%20Sites/pubity/pubitygroup.com/contact-us/index.html	(from https://pubitygroup.com/)
13:59:04	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:03%20GMT	https://pubitygroup.com/work/	C:/My%20Web%20Sites/pubity/pubitygroup.com/work/index.html	(from https://pubitygroup.com/)
13:59:04	2180918/2180918	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-1opt1.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-1opt1.mp4	(from https://pubitygroup.com/)
13:59:07	2598374/2598374	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-3.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-3.mp4	(from https://pubitygroup.com/)
13:59:13	1616772/1616772	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:05%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-2opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-2opt.mp4	(from https://pubitygroup.com/)
13:59:14	2192910/2192910	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-1opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-1opt.mp4	(from https://pubitygroup.com/)
13:59:14	1800694/1800694	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:05%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-3opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/bottlejobpod-3opt.mp4	(from https://pubitygroup.com/)
13:59:15	3855007/3855007	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:28:55%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-2.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/dadsasysjokes-2.mp4	(from https://pubitygroup.com/)
13:59:18	1751949/1751949	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:05%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-1opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-1opt.mp4	(from https://pubitygroup.com/)
13:59:20	1782831/1782831	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:05%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-3opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-3opt.mp4	(from https://pubitygroup.com/)
13:59:21	1775453/1775453	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:05%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-2opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/nobrainer-video-2opt.mp4	(from https://pubitygroup.com/)
13:59:21	1890437/1890437	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:15%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-1.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-1.mp4	(from https://pubitygroup.com/)
13:59:27	2479033/2479033	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:15%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-2.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-2.mp4	(from https://pubitygroup.com/)
13:59:27	3950617/3950617	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:15%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-3.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/GirlTea-Pleasure-3.mp4	(from https://pubitygroup.com/)
13:59:28	7247/7247	---M--	200	added ('OK')	image/png	etag:%221c4f-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/10/pubity-logo.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/pubity-logo.png	(from https://pubitygroup.com/)
13:59:29	1730093/1730093	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:15%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/linkupapp-1opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/linkupapp-1opt.mp4	(from https://pubitygroup.com/)
13:59:29	80938/80938	---M--	200	added ('OK')	image/png	etag:%2213c2a-600ff7dae79f3%22	https://pubitygroup.com/wp-content/uploads/2022/09/DadJokes.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/DadJokes.png	(from https://pubitygroup.com/)
13:59:30	10346/10346	---M--	200	added ('OK')	image/png	etag:%22286a-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/10/football-newz.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/football-newz.png	(from https://pubitygroup.com/)
13:59:30	21892/21892	---M--	200	added ('OK')	image/png	etag:%225584-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/10/pubity-sport-1.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/pubity-sport-1.png	(from https://pubitygroup.com/)
13:59:31	33591/33591	---M--	200	added ('OK')	image/png	etag:%228337-600ff1d95a9ce%22	https://pubitygroup.com/wp-content/uploads/2022/09/Pets.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/Pets.png	(from https://pubitygroup.com/)
13:59:31	2744219/2744219	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:25%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/linkupapp-3opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/linkupapp-3opt.mp4	(from https://pubitygroup.com/)
13:59:31	4005852/4005852	---M--	200	added ('OK')	video/mp4	date:Sat,%2007%20Oct%202023%2008:29:15%20GMT	https://pubitygroup.com/wp-content/uploads/2022/11/linkupapp-2opt.mp4	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/linkupapp-2opt.mp4	(from https://pubitygroup.com/)
13:59:31	105911/105911	---M--	200	added ('OK')	image/png	etag:%2219db7-600ff7ad3ffcd%22	https://pubitygroup.com/wp-content/uploads/2022/09/PubityEarth.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/PubityEarth.png	(from https://pubitygroup.com/)
13:59:32	32326/32326	---M--	200	added ('OK')	image/png	etag:%227e46-600ff36743a05%22	https://pubitygroup.com/wp-content/uploads/2022/09/MemeZar.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/MemeZar.png	(from https://pubitygroup.com/)
13:59:32	36170/36170	---M--	200	added ('OK')	image/png	etag:%228d4a-600ff8d9a230e%22	https://pubitygroup.com/wp-content/uploads/2022/09/GirlyZar.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/GirlyZar.png	(from https://pubitygroup.com/)
13:59:33	40779/40779	---M--	200	added ('OK')	image/png	etag:%229f4b-600ff93082376%22	https://pubitygroup.com/wp-content/uploads/2022/09/JokeZar.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/JokeZar.png	(from https://pubitygroup.com/)
13:59:33	34876/34876	---M--	200	added ('OK')	image/png	etag:%22883c-600ff8f626a8d%22	https://pubitygroup.com/wp-content/uploads/2022/09/GamingZar.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/GamingZar.png	(from https://pubitygroup.com/)
13:59:34	32454/32454	---M--	200	added ('OK')	image/png	etag:%227ec6-600ff77c5ac57%22	https://pubitygroup.com/wp-content/uploads/2022/09/BritishMemes.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/BritishMemes.png	(from https://pubitygroup.com/)
13:59:34	11176/11176	---M--	200	added ('OK')	image/png	etag:%222ba8-600ff81ac978e%22	https://pubitygroup.com/wp-content/uploads/2022/09/MemeLord.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/MemeLord.png	(from https://pubitygroup.com/)
13:59:35	7483/7483	---M--	200	added ('OK')	image/png	etag:%221d3b-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/09/HelloIMG1664128730674.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/HelloIMG1664128730674.png	(from https://pubitygroup.com/)
13:59:35	13588/13588	---M--	200	added ('OK')	image/png	etag:%223514-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/09/HelloIMG1664128731176.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/09/HelloIMG1664128731176.png	(from https://pubitygroup.com/)
13:59:36	8765/8765	---M--	200	added ('OK')	image/png	etag:%22223d-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/10/no-brainer-tv.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/no-brainer-tv.png	(from https://pubitygroup.com/)
13:59:36	97013/97013	---M--	200	added ('OK')	image/png	etag:%2217af5-600ff9da039b8%22	https://pubitygroup.com/wp-content/uploads/2022/11/AcknowledgeAI.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/AcknowledgeAI.png	(from https://pubitygroup.com/)
13:59:37	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:35%20GMT	https://pubitygroup.com/wp-content/uploads/2022/12/PubityGroup-0408-1-e1657022105772.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/12/PubityGroup-0408-1-e1657022105772.45.delayed	(from https://pubitygroup.com/)
13:59:39	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:35%20GMT	https://pubitygroup.com/wp-content/uploads/2022/10/image-26.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/image-26.46.delayed	(from https://pubitygroup.com/)
13:59:40	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:35%20GMT	https://pubitygroup.com/wp-content/uploads/2022/10/image-24.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/image-24.47.delayed	(from https://pubitygroup.com/)
13:59:41	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:35%20GMT	https://pubitygroup.com/wp-content/uploads/2022/10/image-25.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/10/image-25.48.delayed	(from https://pubitygroup.com/)
13:59:42	93/93	---MCZ	403	error ('Forbidden')	text/html	date:Sat,%2007%20Oct%202023%2008:29:35%20GMT	https://pubitygroup.com/wp-content/uploads/2022/12/100-billion-impressions-and-counting.jpg	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/12/100-billion-impressions-and-counting.49.delayed	(from https://pubitygroup.com/)
13:59:42	4670/4670	---M--	200	added ('OK')	image/png	etag:%22123e-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/11/meta2-300x204.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/meta2-300x204.png	(from https://pubitygroup.com/)
13:59:43	3669/3669	---M--	200	added ('OK')	image/png	etag:%22e55-5f7cea6b8b600%22	https://pubitygroup.com/wp-content/uploads/2022/11/tiktok-logo2-300x204.png	C:/My%20Web%20Sites/pubity/pubitygroup.com/wp-content/uploads/2022/11/tiktok-logo2-300x204.png	(from https://pubitygroup.com/)
